grid,mode,instance,seed,baseline,candidate,z3
selection,solver,unknown-4x4,10,3371519,3371747,22060643
selection,solver,unknown-4x4,11,3365498,3365808,22600097
selection,solver,unknown-4x4,12,3350440,3350252,23652114
selection,solver,unknown-4x4,13,3349413,3349614,21964006
selection,solver,unknown-4x4,14,3379570,3379950,22287389
selection,solver,unknown-4x4,15,3364469,3365583,22271230
selection,solver,unknown-4x4,16,3350741,3350980,22700818
selection,solver,unknown-4x4,17,3349222,3348891,22181718
selection,solver,unknown-4x4,18,3467214,3469856,21841699
selection,solver,unknown-4x4,19,3365174,3364958,22312460
selection,solver,present-4x4,10,4447524,4448145,22138143
selection,solver,present-4x4,11,4450996,4452303,22170003
selection,solver,present-4x4,12,4380652,4382379,22451132
selection,solver,present-4x4,13,4416012,4414946,22148549
selection,solver,present-4x4,14,4433581,4431617,22218618
selection,solver,present-4x4,15,4451775,4451864,22194808
selection,solver,present-4x4,16,4380617,4381437,22231126
selection,solver,present-4x4,17,4415598,4416882,22234090
selection,solver,present-4x4,18,4446726,4447865,22168932
selection,solver,present-4x4,19,4452551,4450131,22147445
selection,solver,absent-4x4,10,3493156,3493537,22190315
selection,solver,absent-4x4,11,3488303,3487420,22189054
selection,solver,absent-4x4,12,3467237,3470707,22190155
selection,solver,absent-4x4,13,3488332,3489427,22181823
selection,solver,absent-4x4,14,3506757,3508185,22815796
selection,solver,absent-4x4,15,3487802,3488817,22171047
selection,solver,absent-4x4,16,3468771,3467370,22246711
selection,solver,absent-4x4,17,3487168,3487629,22214497
selection,solver,absent-4x4,18,3494190,3493540,22189734
selection,solver,absent-4x4,19,3486046,3487941,22178098
selection,solver,shared-4x4,10,3300310,3302159,21521101
selection,solver,shared-4x4,11,3305223,3305290,21863560
selection,solver,shared-4x4,12,3276425,3275516,21584627
selection,solver,shared-4x4,13,3241185,3241926,21721378
selection,solver,shared-4x4,14,3368230,3369656,21310250
selection,solver,shared-4x4,15,3308195,3306463,21273368
selection,solver,shared-4x4,16,3275675,3276500,21594337
selection,solver,shared-4x4,17,3240981,3241029,22270981
selection,solver,shared-4x4,18,3323644,3324219,22067126
selection,solver,shared-4x4,19,3307510,3305899,21255784
selection,solver,blocked-4x4,10,3388602,3387650,29527043
selection,solver,blocked-4x4,11,3386454,3389791,29933444
selection,solver,blocked-4x4,12,3388956,3389565,31590010
selection,solver,blocked-4x4,13,3392360,3386549,30893134
selection,solver,blocked-4x4,14,3421492,3422525,31050680
selection,solver,blocked-4x4,15,3389066,3386980,33966723
selection,solver,blocked-4x4,16,3389047,3386634,33157104
selection,solver,blocked-4x4,17,3388039,3387450,30253817
selection,solver,blocked-4x4,18,3388589,3386546,32870097
selection,solver,blocked-4x4,19,3389511,3389691,26890622
selection,solver,wide-4x4,10,3708547,3708263,24211377
selection,solver,wide-4x4,11,3711130,3709745,24786664
selection,solver,wide-4x4,12,3709084,3709627,25860267
selection,solver,wide-4x4,13,3708878,3710008,24012958
selection,solver,wide-4x4,14,3716206,3717893,24355778
selection,solver,wide-4x4,15,3709843,3709225,24294611
selection,solver,wide-4x4,16,3709024,3710381,24897770
selection,solver,wide-4x4,17,3710259,3710774,24320834
selection,solver,wide-4x4,18,3807214,3809424,23820917
selection,solver,wide-4x4,19,3709644,3710715,24306485
selection,solver,sparse-4x4,10,17403836,17407982,30660882
selection,solver,sparse-4x4,11,17374299,17376584,29575652
selection,solver,sparse-4x4,12,17468090,17450671,29825156
selection,solver,sparse-4x4,13,17200828,17201823,28951044
selection,solver,sparse-4x4,14,17697945,17646321,29900547
selection,solver,sparse-4x4,15,17392536,17392660,28947905
selection,solver,sparse-4x4,16,17457801,17445727,29540994
selection,solver,sparse-4x4,17,17349644,17344492,29218157
selection,solver,sparse-4x4,18,17405028,17403645,29903707
selection,solver,sparse-4x4,19,17374736,17373033,31596764
selection,solver,unknown-8x16,10,52205863,52131121,55422647
selection,solver,unknown-8x16,11,55760244,55557398,53571566
selection,solver,unknown-8x16,12,53941900,53534668,52380192
selection,solver,unknown-8x16,13,51663823,51663829,50805946
selection,solver,unknown-8x16,14,52002431,51799608,51922697
selection,solver,unknown-8x16,15,55332019,55071722,52315530
selection,solver,unknown-8x16,16,56322784,55792994,54141400
selection,solver,unknown-8x16,17,52788830,52530304,53371492
selection,solver,unknown-8x16,18,52444866,52426344,51103831
selection,solver,unknown-8x16,19,52001389,51998836,52410102
selection,solver,present-8x16,10,126144300,125787944,51745145
selection,solver,present-8x16,11,125180447,125048194,54434768
selection,solver,present-8x16,12,130955658,130583537,53133846
selection,solver,present-8x16,13,123117946,123116314,51295518
selection,solver,present-8x16,14,126790227,126585796,56215091
selection,solver,present-8x16,15,129982255,129803554,62448897
selection,solver,present-8x16,16,127280806,126182514,53382780
selection,solver,present-8x16,17,121285912,121040649,52028707
selection,solver,present-8x16,18,124181991,124168695,52514592
selection,solver,present-8x16,19,122651480,122651469,51288659
selection,solver,absent-8x16,10,52597674,52230116,52868455
selection,solver,absent-8x16,11,50803996,50684687,52091930
selection,solver,absent-8x16,12,51271394,50857020,53495973
selection,solver,absent-8x16,13,49490591,49491193,51862637
selection,solver,absent-8x16,14,49893259,49684883,55291283
selection,solver,absent-8x16,15,50706266,50527754,61918016
selection,solver,absent-8x16,16,56751910,55616435,52400317
selection,solver,absent-8x16,17,50026382,49791641,53114085
selection,solver,absent-8x16,18,49406841,49396057,51819306
selection,solver,absent-8x16,19,49728531,49730069,51431712
selection,solver,shared-8x16,10,61655700,61324737,52773259
selection,solver,shared-8x16,11,60060553,59965838,52148327
selection,solver,shared-8x16,12,61498115,61155141,55758032
selection,solver,shared-8x16,13,58078776,58078771,53978088
selection,solver,shared-8x16,14,58611378,58449060,56809506
selection,solver,shared-8x16,15,61765928,61609528,58154191
selection,solver,shared-8x16,16,65636461,64629464,53756324
selection,solver,shared-8x16,17,57136056,56926783,53217784
selection,solver,shared-8x16,18,57864716,57861888,54084349
selection,solver,shared-8x16,19,58275307,58277429,54010211
selection,solver,blocked-8x16,10,61529512,61180346,164165438
selection,solver,blocked-8x16,11,59823437,59694486,127239966
selection,solver,blocked-8x16,12,60379545,59964743,192386188
selection,solver,blocked-8x16,13,58637549,58643446,166887391
selection,solver,blocked-8x16,14,59084301,58890391,173049185
selection,solver,blocked-8x16,15,59756812,59580008,194195048
selection,solver,blocked-8x16,16,66149722,64968283,149497837
selection,solver,blocked-8x16,17,59039100,58811442,153356873
selection,solver,blocked-8x16,18,58249400,58235733,200746647
selection,solver,blocked-8x16,19,58641829,58653491,169219037
selection,solver,wide-8x16,10,63440458,63367572,71183632
selection,solver,wide-8x16,11,67019299,66845714,69545176
selection,solver,wide-8x16,12,65494563,65061308,68217985
selection,solver,wide-8x16,13,62893480,62893221,65228987
selection,solver,wide-8x16,14,64040284,63905757,67773542
selection,solver,wide-8x16,15,66824438,66567558,67829556
selection,solver,wide-8x16,16,68173186,67584797,70323455
selection,solver,wide-8x16,17,64014765,63744230,69211220
selection,solver,wide-8x16,18,63634440,63624887,66060083
selection,solver,wide-8x16,19,62891947,62892270,68495019
selection,solver,sparse-8x16,10,696306340,649329607,107499315
selection,solver,sparse-8x16,11,693738481,659988849,108299111
selection,solver,sparse-8x16,12,637867287,621825605,108685982
selection,solver,sparse-8x16,13,702227589,662139623,102545266
selection,solver,sparse-8x16,14,728773520,669063257,108764301
selection,solver,sparse-8x16,15,681695978,641568237,114043668
selection,solver,sparse-8x16,16,669553360,646392134,107117054
selection,solver,sparse-8x16,17,687360784,653311737,104197632
selection,solver,sparse-8x16,18,715193089,658863839,106746116
selection,solver,sparse-8x16,19,795254782,707192381,104247760
selection,certified,unknown-4x4,10,3727042,3723856,22060643
selection,certified,unknown-4x4,11,3716912,3719268,22600097
selection,certified,unknown-4x4,12,3702724,3702813,23652114
selection,certified,unknown-4x4,13,3702577,3700869,21964006
selection,certified,unknown-4x4,14,3732995,3733886,22287389
selection,certified,unknown-4x4,15,3726113,3721719,22271230
selection,certified,unknown-4x4,16,3705016,3701665,22700818
selection,certified,unknown-4x4,17,3701073,3703051,22181718
selection,certified,unknown-4x4,18,3820481,3823034,21841699
selection,certified,unknown-4x4,19,3716062,3726022,22312460
selection,certified,present-4x4,10,4882886,4880046,22138143
selection,certified,present-4x4,11,4882305,4885128,22170003
selection,certified,present-4x4,12,4806087,4807232,22451132
selection,certified,present-4x4,13,4855446,4846985,22148549
selection,certified,present-4x4,14,4867678,4874946,22218618
selection,certified,present-4x4,15,4880457,4884676,22194808
selection,certified,present-4x4,16,4804557,4804708,22231126
selection,certified,present-4x4,17,4846235,4843925,22234090
selection,certified,present-4x4,18,4879432,4879344,22168932
selection,certified,present-4x4,19,4884413,4881132,22147445
selection,certified,absent-4x4,10,3941700,3943305,22190315
selection,certified,absent-4x4,11,3941929,3937409,22189054
selection,certified,absent-4x4,12,3915586,3914543,22190155
selection,certified,absent-4x4,13,3937465,3939644,22181823
selection,certified,absent-4x4,14,3957858,3959766,22815796
selection,certified,absent-4x4,15,3937860,3937995,22171047
selection,certified,absent-4x4,16,3921318,3919337,22246711
selection,certified,absent-4x4,17,3938923,3939563,22214497
selection,certified,absent-4x4,18,3953822,3944124,22189734
selection,certified,absent-4x4,19,3940695,3941735,22178098
selection,certified,shared-4x4,10,3639924,3639338,21521101
selection,certified,shared-4x4,11,3645569,3645863,21863560
selection,certified,shared-4x4,12,3614527,3617801,21584627
selection,certified,shared-4x4,13,3578497,3581919,21721378
selection,certified,shared-4x4,14,3711879,3719084,21310250
selection,certified,shared-4x4,15,3644005,3646431,21273368
selection,certified,shared-4x4,16,3614967,3614578,21594337
selection,certified,shared-4x4,17,3579310,3581141,22270981
selection,certified,shared-4x4,18,3677355,3684055,22067126
selection,certified,shared-4x4,19,3646180,3646379,21255784
selection,certified,blocked-4x4,10,3763738,3759968,29527043
selection,certified,blocked-4x4,11,3763766,3763010,29933444
selection,certified,blocked-4x4,12,3758989,3770119,31590010
selection,certified,blocked-4x4,13,3756612,3762319,30893134
selection,certified,blocked-4x4,14,3789937,3793087,31050680
selection,certified,blocked-4x4,15,3763702,3760268,33966723
selection,certified,blocked-4x4,16,3758117,3758719,33157104
selection,certified,blocked-4x4,17,3764369,3757052,30253817
selection,certified,blocked-4x4,18,3761944,3763523,32870097
selection,certified,blocked-4x4,19,3761653,3764382,26890622
selection,certified,wide-4x4,10,4064403,4065078,24211377
selection,certified,wide-4x4,11,4068605,4069081,24786664
selection,certified,wide-4x4,12,4064810,4067327,25860267
selection,certified,wide-4x4,13,4064044,4065646,24012958
selection,certified,wide-4x4,14,4072767,4072229,24355778
selection,certified,wide-4x4,15,4070207,4067791,24294611
selection,certified,wide-4x4,16,4064623,4065663,24897770
selection,certified,wide-4x4,17,4064234,4071582,24320834
selection,certified,wide-4x4,18,4160589,4161213,23820917
selection,certified,wide-4x4,19,4066215,4067026,24306485
selection,certified,sparse-4x4,10,18863845,18861893,30660882
selection,certified,sparse-4x4,11,18832593,18826136,29575652
selection,certified,sparse-4x4,12,18942825,18924488,29825156
selection,certified,sparse-4x4,13,18665244,18647669,28951044
selection,certified,sparse-4x4,14,19202032,19136942,29900547
selection,certified,sparse-4x4,15,18876475,18874038,28947905
selection,certified,sparse-4x4,16,18899296,18887620,29540994
selection,certified,sparse-4x4,17,18836036,18797942,29218157
selection,certified,sparse-4x4,18,18892654,18904960,29903707
selection,certified,sparse-4x4,19,18829212,18822170,31596764
selection,certified,unknown-8x16,10,53906255,53823649,55422647
selection,certified,unknown-8x16,11,57587044,57424782,53571566
selection,certified,unknown-8x16,12,55715736,55253288,52380192
selection,certified,unknown-8x16,13,53318562,53318522,50805946
selection,certified,unknown-8x16,14,53686834,53484017,51922697
selection,certified,unknown-8x16,15,57212617,56943015,52315530
selection,certified,unknown-8x16,16,58280549,57743298,54141400
selection,certified,unknown-8x16,17,54442821,54178849,53371492
selection,certified,unknown-8x16,18,54124363,54117001,51103831
selection,certified,unknown-8x16,19,53669791,53669983,52410102
selection,certified,present-8x16,10,127987130,127617717,51745145
selection,certified,present-8x16,11,126950236,126818387,54434768
selection,certified,present-8x16,12,132840917,132429154,53133846
selection,certified,present-8x16,13,124895616,124896524,51295518
selection,certified,present-8x16,14,128722942,128510541,56215091
selection,certified,present-8x16,15,131871929,131685055,62448897
selection,certified,present-8x16,16,129318915,128144728,53382780
selection,certified,present-8x16,17,123068911,122848408,52028707
selection,certified,present-8x16,18,126000164,125986179,52514592
selection,certified,present-8x16,19,124446513,124436688,51288659
selection,certified,absent-8x16,10,54471241,54121597,52868455
selection,certified,absent-8x16,11,52625430,52495766,52091930
selection,certified,absent-8x16,12,53280287,52842538,53495973
selection,certified,absent-8x16,13,51370363,51378681,51862637
selection,certified,absent-8x16,14,51798476,51589166,55291283
selection,certified,absent-8x16,15,52596314,52424673,61918016
selection,certified,absent-8x16,16,58808310,57683973,52400317
selection,certified,absent-8x16,17,51993797,51729478,53114085
selection,certified,absent-8x16,18,51236721,51222442,51819306
selection,certified,absent-8x16,19,51631789,51625228,51431712
selection,certified,shared-8x16,10,63348369,63043872,52773259
selection,certified,shared-8x16,11,61683282,61588150,52148327
selection,certified,shared-8x16,12,63105204,62750823,55758032
selection,certified,shared-8x16,13,59734346,59739683,53978088
selection,certified,shared-8x16,14,60175035,60021617,56809506
selection,certified,shared-8x16,15,63351830,63202080,58154191
selection,certified,shared-8x16,16,67429088,66495205,53756324
selection,certified,shared-8x16,17,58723237,58513538,53217784
selection,certified,shared-8x16,18,59476709,59476312,54084349
selection,certified,shared-8x16,19,59951350,59948082,54010211
selection,certified,blocked-8x16,10,63303564,62924009,164165438
selection,certified,blocked-8x16,11,61521293,61387326,127239966
selection,certified,blocked-8x16,12,62202720,61777288,192386188
selection,certified,blocked-8x16,13,60320426,60320816,166887391
selection,certified,blocked-8x16,14,60895195,60685344,173049185
selection,certified,blocked-8x16,15,61588726,61419042,194195048
selection,certified,blocked-8x16,16,68009345,66879759,149497837
selection,certified,blocked-8x16,17,60766873,60530604,153356873
selection,certified,blocked-8x16,18,60049268,60046486,200746647
selection,certified,blocked-8x16,19,60341409,60337722,169219037
selection,certified,wide-8x16,10,64864017,64790590,71183632
selection,certified,wide-8x16,11,68720243,68525038,69545176
selection,certified,wide-8x16,12,67261275,66785665,68217985
selection,certified,wide-8x16,13,64405519,64407584,65228987
selection,certified,wide-8x16,14,65791909,65595651,67773542
selection,certified,wide-8x16,15,68618608,68353773,67829556
selection,certified,wide-8x16,16,70008066,69484059,70323455
selection,certified,wide-8x16,17,65749347,65481482,69211220
selection,certified,wide-8x16,18,65035759,65035999,66060083
selection,certified,wide-8x16,19,64423024,64420114,68495019
selection,certified,sparse-8x16,10,704777783,658862850,107499315
selection,certified,sparse-8x16,11,700471497,666688136,108299111
selection,certified,sparse-8x16,12,642329298,627940928,108685982
selection,certified,sparse-8x16,13,713008477,673458492,102545266
selection,certified,sparse-8x16,14,735500299,675245889,108764301
selection,certified,sparse-8x16,15,689211603,648060111,114043668
selection,certified,sparse-8x16,16,678450616,657033419,107117054
selection,certified,sparse-8x16,17,695176993,659510056,104197632
selection,certified,sparse-8x16,18,722683123,666956992,106746116
selection,certified,sparse-8x16,19,804112096,716932866,104247760
selection,solver,unknown-16x32,10,1014096643,941741386,192492199
selection,solver,unknown-16x32,11,902971100,855761560,185716303
selection,solver,unknown-16x32,12,872741221,828249430,194298963
selection,solver,unknown-16x32,13,1007621923,927139984,183894971
selection,solver,unknown-16x32,14,937896147,885828471,206433414
selection,solver,unknown-16x32,15,886923398,838142483,207149217
selection,solver,unknown-16x32,16,974842174,909297151,194517835
selection,solver,unknown-16x32,17,841305433,814146889,183519364
selection,solver,unknown-16x32,18,994328599,907343938,182328649
selection,solver,unknown-16x32,19,978355227,914845177,221132042
selection,solver,present-16x32,10,3135223348,3062128926,190858875
selection,solver,present-16x32,11,2986081798,2926734146,174517543
selection,solver,present-16x32,12,3082980832,3026120731,171426072
selection,solver,present-16x32,13,2979648760,2926470394,192911912
selection,solver,present-16x32,14,3035368344,2980392274,175450019
selection,solver,present-16x32,15,3171450438,3111497436,168562108
selection,solver,present-16x32,16,3242547693,3156670889,169895432
selection,solver,present-16x32,17,2924384566,2910975381,187827258
selection,solver,present-16x32,18,3245480059,3156371233,175364920
selection,solver,present-16x32,19,3173272921,3110612840,178072061
selection,solver,sparse-16x32,10,15394962052,11879284888,431014422
selection,solver,sparse-16x32,11,19910605698,13484680304,458266153
selection,solver,sparse-16x32,12,18096692845,12541874242,390484211
selection,solver,sparse-16x32,13,18537218513,12982893858,392648640
selection,solver,sparse-16x32,14,16615204206,12443815936,412251643
selection,solver,sparse-16x32,15,19841093588,13139448795,486493047
selection,solver,sparse-16x32,16,14517160805,11719629423,398968241
selection,solver,sparse-16x32,17,19125562839,13343403534,394338389
selection,solver,sparse-16x32,18,17368160049,12720073208,412343828
selection,solver,sparse-16x32,19,21854180735,14140331760,433260100
selection,solver,unknown-32x16,10,1035239346,1006114737,877163454
selection,solver,unknown-32x16,11,1024523639,996708530,802811132
selection,solver,unknown-32x16,12,1006304065,988001580,936934217
selection,solver,unknown-32x16,13,1051954658,1014713279,720097143
selection,solver,unknown-32x16,14,1141159053,1095067557,1056099324
selection,solver,unknown-32x16,15,1019810478,990731067,722902280
selection,solver,unknown-32x16,16,1034466678,1007714839,895436169
selection,solver,unknown-32x16,17,1032127748,1002213872,743522717
selection,solver,unknown-32x16,18,1061719868,1037253355,3460067017
selection,solver,unknown-32x16,19,1075287699,1030898123,698377995
selection,solver,present-32x16,10,5524880770,5486730084,1482764738
selection,solver,present-32x16,11,5315414700,5290256611,985059538
selection,solver,present-32x16,12,5441324672,5414154171,1304631469
selection,solver,present-32x16,13,5455239033,5410095464,844571517
selection,solver,present-32x16,14,5481985778,5434429498,1273770258
selection,solver,present-32x16,15,5710486693,5674533958,968787880
selection,solver,present-32x16,16,5195577088,5158860762,1264499524
selection,solver,present-32x16,17,4974962024,4944501622,944774081
selection,solver,present-32x16,18,5354678859,5318023033,843225483
selection,solver,present-32x16,19,5374888761,5349290109,1023064621
selection,solver,sparse-32x16,10,13875555189,12158502002,1497289377
selection,solver,sparse-32x16,11,17393596872,12891524909,4583791311
selection,solver,sparse-32x16,12,14958405762,12351940022,1265830763
selection,solver,sparse-32x16,13,15713715530,12562692159,1072535352
selection,solver,sparse-32x16,14,15693714540,12770826788,1560890976
selection,solver,sparse-32x16,15,15660759189,12467012742,1595870326
selection,solver,sparse-32x16,16,12884531820,11945808978,5454431664
selection,solver,sparse-32x16,17,15831553032,12524491972,1469959431
selection,solver,sparse-32x16,18,14775151546,12554936372,1602659473
selection,solver,sparse-32x16,19,16876131004,12804649965,1621737002
selection,certified,unknown-16x32,10,1029089898,957489599,192492199
selection,certified,unknown-16x32,11,914183123,866495306,185716303
selection,certified,unknown-16x32,12,882179620,837802578,194298963
selection,certified,unknown-16x32,13,1018559234,937324255,183894971
selection,certified,unknown-16x32,14,947593262,895644876,206433414
selection,certified,unknown-16x32,15,895865401,847218879,207149217
selection,certified,unknown-16x32,16,989252691,923404960,194517835
selection,certified,unknown-16x32,17,849018768,821354253,183519364
selection,certified,unknown-16x32,18,1007791205,920942577,182328649
selection,certified,unknown-16x32,19,991806982,928306687,221132042
selection,certified,present-16x32,10,3151110503,3078010127,190858875
selection,certified,present-16x32,11,2996530979,2937515455,174517543
selection,certified,present-16x32,12,3093678528,3036779945,171426072
selection,certified,present-16x32,13,2991588837,2938367518,192911912
selection,certified,present-16x32,14,3045619258,2990509220,175450019
selection,certified,present-16x32,15,3182304075,3122341055,168562108
selection,certified,present-16x32,16,3256973289,3172263534,169895432
selection,certified,present-16x32,17,2932131183,2919315845,187827258
selection,certified,present-16x32,18,3260096091,3170996808,175364920
selection,certified,present-16x32,19,3187340227,3124624532,178072061
selection,certified,sparse-16x32,10,15432618963,11916824706,431014422
selection,certified,sparse-16x32,11,19950048462,13554701166,458266153
selection,certified,sparse-16x32,12,18106562217,12591306604,390484211
selection,certified,sparse-16x32,13,18586794891,13053606180,392648640
selection,certified,sparse-16x32,14,16623918956,12477668924,412251643
selection,certified,sparse-16x32,15,19904817457,13207627691,486493047
selection,certified,sparse-16x32,16,14490313697,11699202600,398968241
selection,certified,sparse-16x32,17,19138350737,13370910484,394338389
selection,certified,sparse-16x32,18,17411421651,12786322515,412343828
selection,certified,sparse-16x32,19,21933958589,14215192958,433260100
selection,certified,unknown-32x16,10,1046355221,1015919249,877163454
selection,certified,unknown-32x16,11,1041923074,1011397557,802811132
selection,certified,unknown-32x16,12,1015012059,996186517,936934217
selection,certified,unknown-32x16,13,1066383225,1025186878,720097143
selection,certified,unknown-32x16,14,1153029320,1105803258,1056099324
selection,certified,unknown-32x16,15,1030753461,1000900900,722902280
selection,certified,unknown-32x16,16,1053552330,1027786702,895436169
selection,certified,unknown-32x16,17,1040589516,1010420253,743522717
selection,certified,unknown-32x16,18,1073092004,1048142222,3460067017
selection,certified,unknown-32x16,19,1086501461,1043475102,698377995
selection,certified,present-32x16,10,5534197585,5496146567,1482764738
selection,certified,present-32x16,11,5324261565,5299233464,985059538
selection,certified,present-32x16,12,5450086791,5423052502,1304631469
selection,certified,present-32x16,13,5469449866,5424132162,844571517
selection,certified,present-32x16,14,5491172936,5443389902,1273770258
selection,certified,present-32x16,15,5719680638,5683888114,968787880
selection,certified,present-32x16,16,5205032811,5169094548,1264499524
selection,certified,present-32x16,17,4983452997,4952942325,944774081
selection,certified,present-32x16,18,5365708048,5329209780,843225483
selection,certified,present-32x16,19,5381975186,5356699104,1023064621
selection,certified,sparse-32x16,10,13861712056,12156232329,1497289377
selection,certified,sparse-32x16,11,17418883624,12924849513,4583791311
selection,certified,sparse-32x16,12,14987476939,12380845194,1265830763
selection,certified,sparse-32x16,13,15778738716,12622175226,1072535352
selection,certified,sparse-32x16,14,15735934294,12795093092,1560890976
selection,certified,sparse-32x16,15,15696252319,12515774601,1595870326
selection,certified,sparse-32x16,16,12931486464,12001670180,5454431664
selection,certified,sparse-32x16,17,15911944108,12606476143,1469959431
selection,certified,sparse-32x16,18,14831811514,12606449929,1602659473
selection,certified,sparse-32x16,19,16935923053,12850420728,1621737002
confirmation,solver,unknown-4x4,20,3352210,3350221,22376927
confirmation,solver,unknown-4x4,21,3388652,3387854,21965910
confirmation,solver,unknown-4x4,22,3372658,3371204,22119751
confirmation,solver,unknown-4x4,23,3365887,3363792,21779788
confirmation,solver,unknown-4x4,24,3351841,3351474,22655608
confirmation,solver,unknown-4x4,25,3348916,3349457,21955542
confirmation,solver,unknown-4x4,26,3371183,3371274,21909675
confirmation,solver,unknown-4x4,27,3364373,3366660,22603709
confirmation,solver,unknown-4x4,28,3350275,3351604,22162158
confirmation,solver,unknown-4x4,29,3348208,3349275,22384326
confirmation,solver,present-4x4,20,4378767,4379796,22203789
confirmation,solver,present-4x4,21,4416223,4416382,22143395
confirmation,solver,present-4x4,22,4447803,4445668,22179272
confirmation,solver,present-4x4,23,4451936,4450812,22216191
confirmation,solver,present-4x4,24,4380602,4381314,22524086
confirmation,solver,present-4x4,25,4415643,4415761,22163134
confirmation,solver,present-4x4,26,4448560,4446652,22200557
confirmation,solver,present-4x4,27,4452762,4451125,22133401
confirmation,solver,present-4x4,28,4380494,4380481,22245357
confirmation,solver,present-4x4,29,4415245,4414663,22143830
confirmation,solver,absent-4x4,20,3466870,3468098,22241308
confirmation,solver,absent-4x4,21,3487793,3487565,22206548
confirmation,solver,absent-4x4,22,3492667,3495769,22223568
confirmation,solver,absent-4x4,23,3488472,3487494,22367800
confirmation,solver,absent-4x4,24,3466707,3466607,22295180
confirmation,solver,absent-4x4,25,3487011,3489638,22208783
confirmation,solver,absent-4x4,26,3494338,3494750,22203750
confirmation,solver,absent-4x4,27,3486211,3488498,22189448
confirmation,solver,absent-4x4,28,3467977,3466292,22246830
confirmation,solver,absent-4x4,29,3489452,3488979,22180743
confirmation,solver,shared-4x4,20,3275934,3275195,22155478
confirmation,solver,shared-4x4,21,3242332,3244126,22694671
confirmation,solver,shared-4x4,22,3300425,3303607,21251798
confirmation,solver,shared-4x4,23,3305763,3306757,21623106
confirmation,solver,shared-4x4,24,3276691,3276574,21430836
confirmation,solver,shared-4x4,25,3241602,3241436,22359725
confirmation,solver,shared-4x4,26,3298236,3303252,22032655
confirmation,solver,shared-4x4,27,3307245,3304793,21298091
confirmation,solver,shared-4x4,28,3276625,3275909,21747301
confirmation,solver,shared-4x4,29,3243756,3242117,22575539
confirmation,solver,blocked-4x4,20,3391442,3386075,29664929
confirmation,solver,blocked-4x4,21,3387916,3388521,29614422
confirmation,solver,blocked-4x4,22,3387380,3392172,30214701
confirmation,solver,blocked-4x4,23,3387884,3387334,30786587
confirmation,solver,blocked-4x4,24,3386108,3389715,29068964
confirmation,solver,blocked-4x4,25,3388879,3386025,23783984
confirmation,solver,blocked-4x4,26,3387565,3386840,30938450
confirmation,solver,blocked-4x4,27,3390524,3389241,32499195
confirmation,solver,blocked-4x4,28,3390589,3389293,30262634
confirmation,solver,blocked-4x4,29,3388255,3396291,31267390
confirmation,solver,wide-4x4,20,3709271,3708945,24407024
confirmation,solver,wide-4x4,21,3778015,3777640,23992163
confirmation,solver,wide-4x4,22,3709667,3710283,24178132
confirmation,solver,wide-4x4,23,3711137,3710888,23746147
confirmation,solver,wide-4x4,24,3709797,3710789,24825977
confirmation,solver,wide-4x4,25,3709634,3708935,23991189
confirmation,solver,wide-4x4,26,3708844,3708659,23931753
confirmation,solver,wide-4x4,27,3708795,3711762,24761461
confirmation,solver,wide-4x4,28,3710268,3708734,24265074
confirmation,solver,wide-4x4,29,3709921,3710000,24558059
confirmation,solver,sparse-4x4,20,17520968,17503138,29806279
confirmation,solver,sparse-4x4,21,17309257,17302900,28989421
confirmation,solver,sparse-4x4,22,17732144,17695478,31332471
confirmation,solver,sparse-4x4,23,17494716,17496621,29848886
confirmation,solver,sparse-4x4,24,17393714,17381817,30252158
confirmation,solver,sparse-4x4,25,17349641,17346900,29631382
confirmation,solver,sparse-4x4,26,17405641,17403767,29904434
confirmation,solver,sparse-4x4,27,17373423,17375695,29856604
confirmation,solver,sparse-4x4,28,17313795,17315261,29533836
confirmation,solver,sparse-4x4,29,17201959,17199343,28973401
confirmation,solver,unknown-8x16,20,56563966,55745915,60087166
confirmation,solver,unknown-8x16,21,51843274,51818881,52107776
confirmation,solver,unknown-8x16,22,57396139,56896101,54462615
confirmation,solver,unknown-8x16,23,57516678,56887437,52143407
confirmation,solver,unknown-8x16,24,53159354,53101401,55147069
confirmation,solver,unknown-8x16,25,54553382,54206742,78801965
